map,id,register_no,name,date_iso,date_display,date_confidence,lat,lng,coord_precision,type,layer,summary,result,native_groups,sources,notes
moraga-expeditions,rsanrafael-2-bay-crossing-to-marin,,Bay Crossing — to Marin,,,circa,37.81,-122.427,area,crossing,rSanRafael,Crossed the bay to the Marin shore. SF Presidio had no proper boat from Feb. 1816 to Nov. 1818 — crossing method uncertain. Possibly native tule balsas.,,,See boat-problem article. Vallejo mentions 'a small boat belonging to the San Francisco presidio.',
moraga-expeditions,rsanrafael-3-mission-san-rafael-site,,Mission San Rafael Site,,,circa,37.9735,-122.5311,area,expedition-leg,rSanRafael,"Moraga selects this site — 5 leagues north of the Presidio, on the other side of the Bay. Warmer climate, near homeland of many SF neophytes. Mission founded Dec. 14, 1817 under Fr. Luis Gil y Taboada, escorted by Cpl. José Herrera (wounded at Suisun 1810, promoted to Sgt.). Vallejo says the Suisun victory led directly to the decision to found the mission.",,,Solá letter: Prov. Rec. ix. 583–604 (C-A 25). Founded 83 days after Hagemeister-Pomo treaty.,
moraga-expeditions,rsanrafael-4-return-to-presidio,,Return to Presidio,,,circa,37.7862,-122.4572,area,expedition-leg,rSanRafael,Returns to the Presidio with his recommendation. Governor Solá approves the plan in consultation with Prefect Sarría.,,,,
native-california,hl-yurok,,Yurok,,,exact,41.35,-124.02,area,event,algic,Lower Klamath River and the adjacent coast.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-wiyot,,Wiyot,,,exact,40.78,-124.13,area,event,algic,Humboldt Bay and the lower Eel River.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-tolowa,,Tolowa,,,exact,41.92,-124.1,area,event,atha,The Smith River country in the far northwest corner.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-hupa,,Hupa,,,exact,41.08,-123.62,area,event,atha,"The Trinity River valley, inland from the Yurok.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-cahto-and-eel-river-peoples,,Cahto and Eel River peoples,,,exact,39.9,-123.5,area,event,atha,The Athabaskan-speaking communities of the Eel River country.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-karuk,,Karuk,,,exact,41.55,-123.4,area,event,hokan,The middle Klamath River.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-shasta,,Shasta,,,exact,41.65,-122.65,area,event,hokan,The Shasta Valley and upper Klamath country.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-achumawi,,Achumawi (Pit River),,,exact,41.2,-121.1,area,event,hokan,The Pit River country of the northeast.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-atsugewi,,Atsugewi,,,exact,40.7,-121.3,area,event,hokan,"Hat Creek and Dixie Valley, south of the Pit River.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-yana,,Yana,,,exact,40.2,-121.9,area,event,hokan,The eastern Sacramento Valley foothills.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-pomo,,Pomo,,,exact,39.05,-123.2,area,event,hokan,The Russian River country and Clear Lake; several distinct languages share the name.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-kashaya-pomo,,Kashaya Pomo,,,exact,38.6,-123.3,area,event,hokan,"The coast around Fort Ross; the Russian colony was built on Kashaya land, and their communities dealt with Russians, Spaniards, and Mexicans in turn.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-esselen,,Esselen,,,exact,36.4,-121.75,area,event,hokan,The Santa Lucia mountains south of Monterey.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-salinan,,Salinan,,,exact,35.95,-121.05,area,event,hokan,The upper Salinas River country; drawn into Missions San Antonio and San Miguel.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-chumash,,Chumash,,,exact,34.5,-119.75,area,event,hokan,"The Santa Barbara Channel, its islands, and the coast from Malibu to San Luis Obispo. Maritime towns, plank canoes, and the largest mission-era revolt (1824). Kroeber grouped Chumashan with Hokan; it is now treated as its own family.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-kumeyaay,,Kumeyaay (Diegueño),,,exact,32.8,-116.5,area,event,hokan,"The San Diego country and northern Baja California, on both sides of the later border. From the 1775 destruction of Mission San Diego to the Jacum battle of 1837, the most persistent military resistance on the southern frontier. Yuman family.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-quechan,,Quechan (Yuma),,,exact,32.75,-114.62,area,event,hokan,The Colorado River crossing at the Gila junction. Their 1781 victory destroyed two Spanish settlements and closed the overland road to California for the rest of the colonial period. Yuman family.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-mojave,,Mojave,,,exact,34.9,-114.6,area,event,hokan,The Colorado River above the Quechan; their reach extended west to the coast missions in the 1810s. Yuman family.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-wintu,,Wintu,,,exact,40.6,-122.4,area,event,penutian,The upper Sacramento Valley and Trinity foothills.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-nomlaki,,Nomlaki,,,exact,39.85,-122.2,area,event,penutian,The west side of the middle Sacramento Valley.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-patwin,,Patwin,,,exact,38.9,-122.05,area,event,penutian,"The lower west side of the Sacramento Valley, from Colusa toward Suisun; the Suisun people of the military campaigns of 1810–17 spoke a Patwin language.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-maidu,,Maidu,,,exact,39.8,-120.9,area,event,penutian,The northern Sierra meadows and upper Feather River.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-konkow,,Konkow,,,exact,39.55,-121.55,area,event,penutian,The Feather River foothills below the Maidu.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-nisenan,,Nisenan,,,exact,38.95,-121.05,area,event,penutian,"The American, Bear, and Yuba river country.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-plains-miwok,,Plains Miwok,,,exact,38.2,-121.35,area,event,penutian,The lower Cosumnes and Mokelumne rivers on the valley floor.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-sierra-miwok,,Sierra Miwok,,,exact,37.95,-120.4,area,event,penutian,The central Sierra foothills; the country of the 1806–17 interior expeditions and later the Southern Mines.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-bay-miwok,,Bay Miwok,,,exact,37.85,-121.9,area,event,penutian,The Mount Diablo country.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-coast-miwok,,Coast Miwok,,,exact,38.15,-122.75,area,event,penutian,"The Marin and Bodega coast; the people who met Drake, guided and misdirected Spanish expeditions, and negotiated with the Russians at Bodega on their own account.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-lake-miwok,,Lake Miwok,,,exact,38.85,-122.5,area,event,penutian,The Clear Lake basin's southern edge.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-ohlone,,Ohlone (Costanoan),,,exact,37.2,-121.8,area,event,penutian,"The San Francisco peninsula, the East Bay, and the Monterey Bay country; the peoples of Missions Dolores, Santa Clara, San José, and Carmel.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-yokuts,,Yokuts,,,exact,36.5,-119.8,area,event,penutian,"The San Joaquin Valley floor and southern foothills, dozens of named tribes; the 'Tulareños' of the mission-era records and the interior refuge of mission fugitives.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-mono,,Mono (Monache),,,exact,37.2,-119.2,area,event,uto,The upper San Joaquin and Kings River high country.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-tübatulabal,,Tübatulabal,,,exact,35.85,-118.45,area,event,uto,The Kern River forks.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-kitanemuk,,Kitanemuk,,,exact,34.9,-118.4,area,event,uto,The Tehachapi country.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-tataviam,,Tataviam,,,exact,34.5,-118.55,area,event,uto,"The upper Santa Clara River, north of the San Fernando Valley.",,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-tongva,,Tongva (Gabrielino),,,exact,34.0,-118.2,area,event,uto,The Los Angeles basin and the southern Channel Islands; the people of Mission San Gabriel and of Toypurina's 1785 revolt.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-serrano,,Serrano,,,exact,34.3,-116.9,area,event,uto,The San Bernardino mountains and desert beyond Cajon Pass.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-cahuilla,,Cahuilla,,,exact,33.6,-116.4,area,event,uto,The desert and mountain country from San Gorgonio Pass to the Salton sink; appear in the frontier records as both auxiliaries and raiders' targets.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-luiseño,,Luiseño,,,exact,33.4,-117.1,area,event,uto,The San Luis Rey and San Jacinto country; the people of Mission San Luis Rey.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-acjachemen,,Acjachemen (Juaneño),,,exact,33.5,-117.66,area,event,uto,The San Juan Capistrano coast.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-cupeño,,Cupeño,,,exact,33.28,-116.6,area,event,uto,The hot springs country at Warner's ranch.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-chemehuevi,,Chemehuevi,,,exact,34.5,-114.4,area,event,uto,The desert west of the Colorado River.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-yuki,,Yuki,,,exact,39.8,-123.2,area,event,yukian,Round Valley and the upper Eel River; a language family unique to California.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
native-california,hl-wappo,,Wappo,,,exact,38.55,-122.5,area,event,yukian,The Napa Valley and Mount St. Helena country.,,,"After A. L. Kroeber, Handbook of the Indians of California (1925), and standard references; homeland centers approximate.","The circle marks an approximate homeland center, not a boundary. Territories interlocked, shifted, and are still contested; for living communities' own maps, see each nation's tribal government."
presidial-system,presidio-san-francisco,,Presidio of San Francisco,,founded 1776,exact,37.7862,-122.4572,exact,presidio,presidios,"The northernmost presidio, founded 1776, responsible for the whole contested frontier facing Bodega and Ross. Its company ran about 30 to 56 men for most of the Spanish period and never surged to meet the Russian arrival in 1812.",Roughly 30 to 70 men guarding the Golden Gate across five decades,,"Presidio garrison & artillery register (vault), compiled from C-A 10, 16, 21, 54",
presidial-system,castillo-san-joaquin-sf,,"Castillo de San Joaquín (Fort Point, San Francisco)",,blessed Dec 1794,exact,37.8107,-122.477,exact,presidio,forts,"The battery at the Golden Gate narrows, blessed December 1794. Built for 6,491 pesos, partly with mission mule labor. The register's headline series: the fort's serviceable guns never exceeded a handful, and a single Russian outpost at Ross reported more mounted cannon than the whole San Francisco defense.",At its documented best (1802): about 5 mounted serviceable guns,,"Presidio garrison & artillery register (vault); build cost C-A 24 Docs 62, 70",The 1793 (2 vs 6) and 1823 (2 vs 3) figures each differ between Savage copies of the same report; both discrepancies are preserved rather than harmonized.
presidial-system,bateria-yerba-buena,,Batería de Yerba Buena (San Francisco),,1797,exact,37.8065,-122.4266,area,presidio,forts,"The cove battery east of the presidio, garrisoned in the 1790s by a Catalan Volunteers detail relieved every 8 days. Ordered recomposed with adobe, earth, and fascine in 1799; abandoned by 1800 per the intelligence layer of the borderlands map.",,,Presidio garrison & artillery register (vault),
presidial-system,presidio-monterey,,Presidio of Monterey,,founded 1770,exact,36.6002,-121.8947,exact,presidio,presidios,"The capital's presidio and the largest company in the province, with the Real Cuerpo de Artillería headquartered here. Even so, in 1809 its ~85 men were dispersed as mission escorts and herd guards, with only 4 men on the battery.","The largest single garrison, comparable to Ross's combined personnel, 100+ miles from the contested ground",,Presidio garrison & artillery register (vault),
presidial-system,presidio-santa-barbara,,Presidio of Santa Bárbara,,founded 1782,exact,34.3933,-119.6946,exact,presidio,presidios,Founded 1782 with about 58 men and holding near that strength for decades. In 1797 its artillery inventory recorded 118 cartridges and no artilleryman.,,,Presidio garrison & artillery register (vault),
presidial-system,presidio-san-diego,,Presidio of San Diego,,founded 1769,exact,32.6734,-117.2428,exact,presidio,presidios,"The first presidio, founded 1769. In September 1783 the whole company held 72 cartridges. Its guns were dismounted in 1793 with nobody able to operate them.",,,Presidio garrison & artillery register (vault),
presidial-system,fort-guijarros-sd,,"Fort Guijarros (Punta de Guijarros, San Diego)",,battery manned by 1802,exact,32.6866,-117.2333,place,presidio,forts,"The harbor battery on Ballast Point, formally the Castillo de San Joaquín de Punta de Guijarros. The province had two forts of that name; this is the San Diego one. In 1798 it mounted 7 six-pounders of which 2 were serviceable; the 1820 census found the bronze guns vent-worn and the carriages rotted.",,,Presidio garrison & artillery register (vault),
presidial-system,presidio-loreto,,Presidio of Loreto (Baja California),,founded 1697,exact,26.0115,-111.3486,exact,presidio,presidios,"The old Baja capital, included for context: its company (47 to 85 men plus a small marine department) was comparable to any Alta California presidio.",,,Presidio garrison & artillery register (vault),
presidial-system,colony-ross,,Colony Ross (Russian benchmark),,"founded 1812, sold 1841",exact,38.5144,-123.2444,exact,event,ross,"The measuring stick. A single Russian-American Company outpost, founded September 1812 with about 95 Russians and 80 Alaska Native hunters. A 1813 Spanish intelligence report credited it with about 13 mounted cannon; Moraga's 1814 eyewitness reconnaissance counted 8 cannon in two corner towers with embrasures for far more. Either figure matches or exceeds the serviceable artillery of the entire San Francisco defense in the same decade.","One Russian fort ≈ the principal Spanish fort, in guns and in men",,"Presidio garrison & artillery register (vault), section 0","Both the Ross figure (a Spanish estimate) and the SF figure (a Spanish self-inventory) are Spanish-sourced, so the comparison is internally consistent. The defensible claim is order-of-magnitude parity, not a precise gun-for-gun ratio."
presidial-system,armed-san-buenaventura,,Mission San Buenaventura (armed),,,exact,34.2805,-119.2945,exact,mission,armed,"Armed against the coastal threat: 2 four-pounders in the 1798 census, 3-pounders by 1805.",,,Presidio garrison & artillery register (vault),
presidial-system,armed-mission-santa-barbara,,Mission Santa Bárbara (armed),,,exact,34.4378,-119.7137,exact,mission,armed,One 2-pounder in the 1798 census of the armed Channel missions.,,,Presidio garrison & artillery register (vault),
presidial-system,armed-la-purisima,,Mission La Purísima (armed),,,exact,34.6724,-120.4239,exact,mission,armed,"One 2-pounder in 1798, still armed in the 1803 and 1805 censuses.",,,Presidio garrison & artillery register (vault),
presidial-system,armed-santa-ines,,Mission Santa Inés (armed),,,exact,34.5964,-120.137,exact,mission,armed,3-pounders in the 1805 census of armed Channel missions.,,,Presidio garrison & artillery register (vault),
presidial-system,armed-san-fernando,,Mission San Fernando (armed),,,exact,34.2733,-118.462,exact,mission,armed,2-pounders in the 1805 census of armed missions.,,,Presidio garrison & artillery register (vault),
presidial-system,armed-san-juan-bautista,,"Mission San Juan Bautista (armed, post-Bouchard)",,,exact,36.8455,-121.537,exact,mission,armed,"Up to 3 cannons emplaced in 1819 'para impedir el desembarco de algunos invasores', part of the scramble after Bouchard burned Monterey.",,,Presidio garrison & artillery register (vault),
presidial-system,armed-pueblo-san-jose,,Pueblo San José (pedrero),,,exact,37.3382,-121.8863,place,settlement,armed,A pedrero (swivel gun) posted at the pueblo in the 1798 ordnance census.,,,Presidio garrison & artillery register (vault),
presidial-system,armed-mission-san-luis,,Mission San Luis Obispo (pedrero),,,exact,35.281,-120.6646,place,mission,armed,A pedrero listed at 'Mission San Luis' in the 1798 Monterey-district ordnance census.,,,Presidio garrison & artillery register (vault),The 1798 census says 'Mission San Luis' without specifying Obispo or Rey; Obispo is the Monterey-district reading. Flagged.
zalvidea-moraga-1806,ref-mission-santa-ynez,,Mission Santa Ynez,,,circa,34.5964,-119.7693,exact,mission,refs,Founded 1804. Zalvidea departure point.,,,,
zalvidea-moraga-1806,ref-mission-san-gabriel,,Mission San Gabriel,,,circa,34.0983,-118.1075,exact,mission,refs,Founded 1771. Zalvidea arrival.,,,,
zalvidea-moraga-1806,ref-mission-san-juan-bautista,,Mission San Juan Bautista,,,circa,36.8446,-121.5385,exact,mission,refs,Founded 1797. Moraga departure point.,,,,
zalvidea-moraga-1806,ref-mission-san-fernando,,Mission San Fernando,,,circa,34.2611,-118.439,exact,mission,refs,Founded 1797. Moraga arrival.,,,,
zalvidea-moraga-1806,village-jonatas,,Jonatas,,,circa,34.668,-119.78,area,settlement,villages,At Las Olivas,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-saca,,Saca,,,circa,34.69,-119.81,area,settlement,villages,On Alamo Pintado Cr.,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-olomosong,,Olomosong,,,circa,34.85,-120.0,area,settlement,villages,On Sisquoc R.,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-geep,,Geep,,,circa,34.92,-119.75,area,settlement,villages,South slope Sierra Madre,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-talhulimit,,Talhulimit,,,circa,34.92,-119.68,area,settlement,villages,2 leagues east of Geep,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-lisahua,,Lisahua,,,circa,34.85,-119.5,area,settlement,villages,Salisbury Canyon,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-sgene,,Sgene,,,circa,34.95,-119.37,area,settlement,villages,Lower Cuyama Valley,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-malapoa,,Malapoa,,,circa,35.1,-119.6,area,settlement,villages,Bitterwater/Santiago Cr.; Tlamini,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-sispetis-pohatan-tinliu,,Sispetis (Pohatan Tinliu),,,circa,35.12,-119.35,area,settlement,villages,SE corner Buena Vista Lake,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-tupal,,Tupal,,,circa,35.04,-118.82,area,settlement,villages,"Tejon Ranch, El Paso Cr.",,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-tacui,,Tacui,,,circa,34.97,-118.98,area,settlement,villages,Tecuya Creek,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-yagueleme-woilo,,Yagueleme (Woilo),,,circa,35.13,-119.05,area,settlement,villages,Kern R. / Kern Lake,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-tashlpj,,Tashlpj,,,circa,35.0,-118.88,area,settlement,villages,Pastoria / Grapevine Cr.,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-taulames-jahulamne,,Taulames (Jahulamne),,,circa,37.57,-120.85,area,settlement,villages,Between Tuolumne & Stanislaus; deserted by 1806,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-pizcache,,Pizcache,,,circa,37.15,-120.15,area,settlement,villages,"On the San Joaquin, near Le Grand",,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-pitkachi,,Pitkachi,,,circa,36.9,-119.75,area,settlement,villages,South side San Joaquin; Kohou near Herndon,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,village-telame-telamni,,Telame (Telamni),,,circa,36.35,-119.3,area,settlement,villages,Kaweah delta; 600 souls; 22 baptized Oct. 1806,,,"Cook, Colonial Expeditions (village identifications approximate)",
zalvidea-moraga-1806,label-santa-barbara,,Santa Barbara,,,circa,34.4208,-119.6982,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-los-angeles,,Los Angeles,,,circa,34.0522,-118.2437,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-san-fernando,,San Fernando,,,circa,34.2611,-118.439,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-bakersfield,,Bakersfield,,,circa,35.3733,-119.0187,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-visalia,,Visalia,,,circa,36.3302,-119.2921,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-porterville,,Porterville,,,circa,36.0653,-119.0166,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-fresno,,Fresno,,,circa,36.7378,-119.7871,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-modesto,,Modesto,,,circa,37.6391,-120.9969,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-stockton,,Stockton,,,circa,37.9577,-121.2908,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-santa-cruz,,Santa Cruz,,,circa,36.9741,-122.0308,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-monterey,,Monterey,,,circa,36.6002,-121.8947,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-san-luis-obispo,,San Luis Obispo,,,circa,35.2828,-120.6596,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-sanger,,Sanger,,,circa,36.72,-119.55,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-livingston,,Livingston,,,circa,37.38,-120.72,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-knights-ferry,,Knights Ferry,,,circa,37.83,-120.74,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-lancaster,,Lancaster,,,circa,34.75,-118.4,exact,settlement,modern,,,,,
zalvidea-moraga-1806,label-tehachapi,,Tehachapi,,,circa,35.13,-118.45,exact,settlement,modern,,,,,
